object_id,category,mesh_obj,point_cloud,input_image
ball_027,ball,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/ball/ball_027/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/ball/ball_027/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/ball/ball_027/image.png
ball_038,ball,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/ball/ball_038/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/ball/ball_038/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/ball/ball_038/image.png
banana_008,banana,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/banana/banana_008/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/banana/banana_008/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/banana/banana_008/image.png
banana_009,banana,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/banana/banana_009/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/banana/banana_009/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/banana/banana_009/image.png
banana_020,banana,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/banana/banana_020/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/banana/banana_020/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/banana/banana_020/image.png
banana_023,banana,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/banana/banana_023/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/banana/banana_023/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/banana/banana_023/image.png
bicycle_007,bicycle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bicycle/bicycle_007/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bicycle/bicycle_007/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bicycle/bicycle_007/image.png
bicycle_009,bicycle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bicycle/bicycle_009/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bicycle/bicycle_009/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bicycle/bicycle_009/image.png
bicycle_012,bicycle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bicycle/bicycle_012/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bicycle/bicycle_012/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bicycle/bicycle_012/image.png
bicycle_015,bicycle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bicycle/bicycle_015/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bicycle/bicycle_015/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bicycle/bicycle_015/image.png
boat_000,boat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/boat/boat_000/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/boat/boat_000/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/boat/boat_000/image.png
boat_015,boat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/boat/boat_015/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/boat/boat_015/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/boat/boat_015/image.png
boat_027,boat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/boat/boat_027/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/boat/boat_027/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/boat/boat_027/image.png
boat_029,boat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/boat/boat_029/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/boat/boat_029/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/boat/boat_029/image.png
bottle_022,bottle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bottle/bottle_022/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bottle/bottle_022/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bottle/bottle_022/image.png
bottle_059,bottle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bottle/bottle_059/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bottle/bottle_059/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bottle/bottle_059/image.png
bottle_103,bottle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bottle/bottle_103/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bottle/bottle_103/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bottle/bottle_103/image.png
bottle_109,bottle,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bottle/bottle_109/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bottle/bottle_109/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bottle/bottle_109/image.png
bowl_007,bowl,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bowl/bowl_007/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bowl/bowl_007/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bowl/bowl_007/image.png
bowl_010,bowl,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bowl/bowl_010/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bowl/bowl_010/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bowl/bowl_010/image.png
bowl_013,bowl,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bowl/bowl_013/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bowl/bowl_013/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bowl/bowl_013/image.png
bowl_027,bowl,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bowl/bowl_027/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bowl/bowl_027/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bowl/bowl_027/image.png
bread_005,bread,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bread/bread_005/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bread/bread_005/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bread/bread_005/image.png
bread_006,bread,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bread/bread_006/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bread/bread_006/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bread/bread_006/image.png
bread_022,bread,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bread/bread_022/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bread/bread_022/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bread/bread_022/image.png
bread_024,bread,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bread/bread_024/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bread/bread_024/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bread/bread_024/image.png
bunny_001,bunny,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bunny/bunny_001/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bunny/bunny_001/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bunny/bunny_001/image.png
bunny_011,bunny,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bunny/bunny_011/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bunny/bunny_011/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bunny/bunny_011/image.png
bunny_021,bunny,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bunny/bunny_021/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bunny/bunny_021/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bunny/bunny_021/image.png
bunny_026,bunny,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bunny/bunny_026/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bunny/bunny_026/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bunny/bunny_026/image.png
bus_001,bus,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bus/bus_001/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bus/bus_001/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bus/bus_001/image.png
bus_003,bus,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bus/bus_003/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bus/bus_003/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bus/bus_003/image.png
bus_008,bus,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bus/bus_008/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bus/bus_008/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bus/bus_008/image.png
bus_014,bus,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/bus/bus_014/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/bus/bus_014/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/bus/bus_014/image.png
butterfly_001,butterfly,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/butterfly/butterfly_001/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/butterfly/butterfly_001/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/butterfly/butterfly_001/image.png
butterfly_009,butterfly,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/butterfly/butterfly_009/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/butterfly/butterfly_009/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/butterfly/butterfly_009/image.png
butterfly_011,butterfly,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/butterfly/butterfly_011/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/butterfly/butterfly_011/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/butterfly/butterfly_011/image.png
butterfly_016,butterfly,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/butterfly/butterfly_016/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/butterfly/butterfly_016/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/butterfly/butterfly_016/image.png
cake_002,cake,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cake/cake_002/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cake/cake_002/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cake/cake_002/image.png
cake_005,cake,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cake/cake_005/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cake/cake_005/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cake/cake_005/image.png
cake_014,cake,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cake/cake_014/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cake/cake_014/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cake/cake_014/image.png
cake_018,cake,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cake/cake_018/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cake/cake_018/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cake/cake_018/image.png
candy_006,candy,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/candy/candy_006/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/candy/candy_006/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/candy/candy_006/image.png
candy_024,candy,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/candy/candy_024/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/candy/candy_024/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/candy/candy_024/image.png
candy_054,candy,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/candy/candy_054/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/candy/candy_054/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/candy/candy_054/image.png
candy_055,candy,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/candy/candy_055/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/candy/candy_055/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/candy/candy_055/image.png
car_008,car,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/car/car_008/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/car/car_008/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/car/car_008/image.png
car_011,car,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/car/car_011/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/car/car_011/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/car/car_011/image.png
car_014,car,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/car/car_014/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/car/car_014/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/car/car_014/image.png
car_026,car,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/car/car_026/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/car/car_026/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/car/car_026/image.png
cat_021,cat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cat/cat_021/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cat/cat_021/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cat/cat_021/image.png
cat_027,cat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cat/cat_027/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cat/cat_027/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cat/cat_027/image.png
cat_036,cat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cat/cat_036/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cat/cat_036/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cat/cat_036/image.png
cat_049,cat,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cat/cat_049/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cat/cat_049/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cat/cat_049/image.png
cells_battery_004,cells_battery,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cells_battery/cells_battery_004/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_004/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cells_battery/cells_battery_004/image.png
cells_battery_010,cells_battery,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cells_battery/cells_battery_010/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_010/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cells_battery/cells_battery_010/image.png
cells_battery_015,cells_battery,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cells_battery/cells_battery_015/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_015/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cells_battery/cells_battery_015/image.png
cells_battery_039,cells_battery,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/cells_battery/cells_battery_039/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_039/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/cells_battery/cells_battery_039/image.png
chair_044,chair,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chair/chair_044/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chair/chair_044/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chair/chair_044/image.png
chair_073,chair,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chair/chair_073/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chair/chair_073/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chair/chair_073/image.png
chair_102,chair,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chair/chair_102/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chair/chair_102/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chair/chair_102/image.png
chair_123,chair,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chair/chair_123/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chair/chair_123/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chair/chair_123/image.png
chess_piece_004,chess_piece,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chess_piece/chess_piece_004/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_004/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chess_piece/chess_piece_004/image.png
chess_piece_019,chess_piece,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chess_piece/chess_piece_019/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_019/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chess_piece/chess_piece_019/image.png
chess_piece_040,chess_piece,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chess_piece/chess_piece_040/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_040/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chess_piece/chess_piece_040/image.png
chess_piece_048,chess_piece,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chess_piece/chess_piece_048/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_048/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chess_piece/chess_piece_048/image.png
chicken_001,chicken,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chicken/chicken_001/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chicken/chicken_001/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chicken/chicken_001/image.png
chicken_008,chicken,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chicken/chicken_008/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chicken/chicken_008/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chicken/chicken_008/image.png
chicken_009,chicken,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chicken/chicken_009/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chicken/chicken_009/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chicken/chicken_009/image.png
chicken_011,chicken,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/chicken/chicken_011/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/chicken/chicken_011/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/chicken/chicken_011/image.png
closet_001,closet,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_obj_files/closet/closet_001/mesh.obj,/gs/fs/tga-koike-shanda2/sk/data/toys4k/official/toys4k_point_clouds/closet/closet_001/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/toys4k/renders/512/closet/closet_001/image.png
