object_id,category,mesh_obj,point_cloud,input_image
boat_031,boat,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/boat/boat_031/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/boat/boat_031/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/boat/boat_031/image.png
bottle_091,bottle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bottle/bottle_091/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bottle/bottle_091/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bottle/bottle_091/image.png
bottle_103,bottle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bottle/bottle_103/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bottle/bottle_103/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bottle/bottle_103/image.png
bowl_010,bowl,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bowl/bowl_010/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bowl/bowl_010/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bowl/bowl_010/image.png
bowl_017,bowl,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bowl/bowl_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bowl/bowl_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bowl/bowl_017/image.png
bread_012,bread,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bread/bread_012/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bread/bread_012/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bread/bread_012/image.png
bread_013,bread,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bread/bread_013/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bread/bread_013/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bread/bread_013/image.png
bunny_006,bunny,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bunny/bunny_006/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bunny/bunny_006/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bunny/bunny_006/image.png
bunny_017,bunny,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bunny/bunny_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bunny/bunny_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bunny/bunny_017/image.png
bus_003,bus,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bus/bus_003/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bus/bus_003/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bus/bus_003/image.png
bus_012,bus,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bus/bus_012/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bus/bus_012/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bus/bus_012/image.png
butterfly_006,butterfly,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/butterfly/butterfly_006/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/butterfly/butterfly_006/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/butterfly/butterfly_006/image.png
butterfly_010,butterfly,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/butterfly/butterfly_010/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/butterfly/butterfly_010/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/butterfly/butterfly_010/image.png
cake_003,cake,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cake/cake_003/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cake/cake_003/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cake/cake_003/image.png
cake_035,cake,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cake/cake_035/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cake/cake_035/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cake/cake_035/image.png
candy_015,candy,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/candy/candy_015/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/candy/candy_015/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/candy/candy_015/image.png
candy_026,candy,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/candy/candy_026/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/candy/candy_026/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/candy/candy_026/image.png
car_001,car,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/car/car_001/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/car/car_001/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/car/car_001/image.png
car_024,car,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/car/car_024/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/car/car_024/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/car/car_024/image.png
cat_036,cat,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cat/cat_036/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cat/cat_036/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cat/cat_036/image.png
cat_052,cat,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cat/cat_052/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cat/cat_052/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cat/cat_052/image.png
cells_battery_023,cells_battery,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cells_battery/cells_battery_023/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_023/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cells_battery/cells_battery_023/image.png
cells_battery_031,cells_battery,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cells_battery/cells_battery_031/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cells_battery/cells_battery_031/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cells_battery/cells_battery_031/image.png
chair_088,chair,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chair/chair_088/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chair/chair_088/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chair/chair_088/image.png
chair_109,chair,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chair/chair_109/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chair/chair_109/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chair/chair_109/image.png
chess_piece_017,chess_piece,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chess_piece/chess_piece_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chess_piece/chess_piece_017/image.png
chess_piece_027,chess_piece,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chess_piece/chess_piece_027/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chess_piece/chess_piece_027/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chess_piece/chess_piece_027/image.png
chicken_005,chicken,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chicken/chicken_005/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chicken/chicken_005/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chicken/chicken_005/image.png
chicken_012,chicken,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chicken/chicken_012/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chicken/chicken_012/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chicken/chicken_012/image.png
closet_009,closet,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/closet/closet_009/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/closet/closet_009/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/closet/closet_009/image.png
coin_000,coin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/coin/coin_000/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/coin/coin_000/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/coin/coin_000/image.png
coin_028,coin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/coin/coin_028/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/coin/coin_028/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/coin/coin_028/image.png
cookie_023,cookie,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cookie/cookie_023/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cookie/cookie_023/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cookie/cookie_023/image.png
cookie_025,cookie,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cookie/cookie_025/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cookie/cookie_025/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cookie/cookie_025/image.png
cow_008,cow,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cow/cow_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cow/cow_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cow/cow_008/image.png
cow_021,cow,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cow/cow_021/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cow/cow_021/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cow/cow_021/image.png
crab_012,crab,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/crab/crab_012/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/crab/crab_012/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/crab/crab_012/image.png
crab_027,crab,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/crab/crab_027/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/crab/crab_027/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/crab/crab_027/image.png
cup_028,cup,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cup/cup_028/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cup/cup_028/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cup/cup_028/image.png
cup_041,cup,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cup/cup_041/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cup/cup_041/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cup/cup_041/image.png
cupcake_008,cupcake,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cupcake/cupcake_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cupcake/cupcake_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cupcake/cupcake_008/image.png
cupcake_017,cupcake,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/cupcake/cupcake_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/cupcake/cupcake_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/cupcake/cupcake_017/image.png
deer_moose_035,deer_moose,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/deer_moose/deer_moose_035/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/deer_moose/deer_moose_035/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/deer_moose/deer_moose_035/image.png
deer_moose_044,deer_moose,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/deer_moose/deer_moose_044/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/deer_moose/deer_moose_044/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/deer_moose/deer_moose_044/image.png
dinosaur_046,dinosaur,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dinosaur/dinosaur_046/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dinosaur/dinosaur_046/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dinosaur/dinosaur_046/image.png
dinosaur_075,dinosaur,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dinosaur/dinosaur_075/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dinosaur/dinosaur_075/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dinosaur/dinosaur_075/image.png
dog_024,dog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dog/dog_024/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dog/dog_024/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dog/dog_024/image.png
dog_091,dog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dog/dog_091/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dog/dog_091/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dog/dog_091/image.png
dolphin_019,dolphin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dolphin/dolphin_019/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dolphin/dolphin_019/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dolphin/dolphin_019/image.png
dolphin_022,dolphin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dolphin/dolphin_022/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dolphin/dolphin_022/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dolphin/dolphin_022/image.png
donut_003,donut,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/donut/donut_003/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/donut/donut_003/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/donut/donut_003/image.png
donut_024,donut,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/donut/donut_024/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/donut/donut_024/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/donut/donut_024/image.png
dragon_000,dragon,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dragon/dragon_000/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dragon/dragon_000/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dragon/dragon_000/image.png
dragon_030,dragon,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dragon/dragon_030/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dragon/dragon_030/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dragon/dragon_030/image.png
drum_003,drum,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/drum/drum_003/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/drum/drum_003/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/drum/drum_003/image.png
drum_025,drum,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/drum/drum_025/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/drum/drum_025/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/drum/drum_025/image.png
elephant_036,elephant,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/elephant/elephant_036/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/elephant/elephant_036/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/elephant/elephant_036/image.png
elephant_043,elephant,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/elephant/elephant_043/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/elephant/elephant_043/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/elephant/elephant_043/image.png
fan_002,fan,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fan/fan_002/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fan/fan_002/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fan/fan_002/image.png
fan_008,fan,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fan/fan_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fan/fan_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fan/fan_008/image.png
fish_017,fish,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fish/fish_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fish/fish_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fish/fish_017/image.png
fish_023,fish,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fish/fish_023/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fish/fish_023/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fish/fish_023/image.png
flower_007,flower,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/flower/flower_007/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/flower/flower_007/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/flower/flower_007/image.png
flower_019,flower,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/flower/flower_019/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/flower/flower_019/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/flower/flower_019/image.png
fox_000,fox,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fox/fox_000/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fox/fox_000/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fox/fox_000/image.png
fox_051,fox,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fox/fox_051/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fox/fox_051/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fox/fox_051/image.png
fridge_007,fridge,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fridge/fridge_007/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fridge/fridge_007/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fridge/fridge_007/image.png
fridge_014,fridge,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fridge/fridge_014/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fridge/fridge_014/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fridge/fridge_014/image.png
fries_008,fries,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fries/fries_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fries/fries_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fries/fries_008/image.png
frog_027,frog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/frog/frog_027/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/frog/frog_027/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/frog/frog_027/image.png
frog_033,frog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/frog/frog_033/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/frog/frog_033/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/frog/frog_033/image.png
giraffe_008,giraffe,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/giraffe/giraffe_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/giraffe/giraffe_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/giraffe/giraffe_008/image.png
glass_005,glass,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/glass/glass_005/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/glass/glass_005/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/glass/glass_005/image.png
