object_id,category,mesh_obj,point_cloud,input_image
toaster_001,toaster,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/toaster/toaster_001/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/toaster/toaster_001/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/toaster/toaster_001/image.png
plate_001,plate,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/plate/plate_001/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/plate/plate_001/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/plate/plate_001/image.png
plate_005,plate,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/plate/plate_005/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/plate/plate_005/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/plate/plate_005/image.png
coin_013,coin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/coin/coin_013/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/coin/coin_013/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/coin/coin_013/image.png
coin_014,coin,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/coin/coin_014/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/coin/coin_014/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/coin/coin_014/image.png
pizza_016,pizza,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/pizza/pizza_016/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/pizza/pizza_016/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/pizza/pizza_016/image.png
pizza_019,pizza,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/pizza/pizza_019/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/pizza/pizza_019/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/pizza/pizza_019/image.png
pencil_001,pencil,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/pencil/pencil_001/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/pencil/pencil_001/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/pencil/pencil_001/image.png
pencil_039,pencil,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/pencil/pencil_039/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/pencil/pencil_039/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/pencil/pencil_039/image.png
hammer_026,hammer,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/hammer/hammer_026/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/hammer/hammer_026/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/hammer/hammer_026/image.png
hammer_086,hammer,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/hammer/hammer_086/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/hammer/hammer_086/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/hammer/hammer_086/image.png
saw_018,saw,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/saw/saw_018/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/saw/saw_018/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/saw/saw_018/image.png
saw_014,saw,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/saw/saw_014/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/saw/saw_014/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/saw/saw_014/image.png
mug_028,mug,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/mug/mug_028/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/mug/mug_028/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/mug/mug_028/image.png
mug_058,mug,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/mug/mug_058/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/mug/mug_058/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/mug/mug_058/image.png
bottle_081,bottle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bottle/bottle_081/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bottle/bottle_081/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bottle/bottle_081/image.png
bottle_040,bottle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bottle/bottle_040/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bottle/bottle_040/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bottle/bottle_040/image.png
glass_001,glass,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/glass/glass_001/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/glass/glass_001/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/glass/glass_001/image.png
glass_061,glass,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/glass/glass_061/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/glass/glass_061/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/glass/glass_061/image.png
dog_021,dog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dog/dog_021/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dog/dog_021/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dog/dog_021/image.png
dog_093,dog,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/dog/dog_093/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/dog/dog_093/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/dog/dog_093/image.png
elephant_028,elephant,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/elephant/elephant_028/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/elephant/elephant_028/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/elephant/elephant_028/image.png
elephant_022,elephant,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/elephant/elephant_022/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/elephant/elephant_022/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/elephant/elephant_022/image.png
octopus_008,octopus,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/octopus/octopus_008/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/octopus/octopus_008/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/octopus/octopus_008/image.png
octopus_004,octopus,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/octopus/octopus_004/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/octopus/octopus_004/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/octopus/octopus_004/image.png
car_006,car,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/car/car_006/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/car/car_006/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/car/car_006/image.png
car_024,car,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/car/car_024/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/car/car_024/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/car/car_024/image.png
airplane_021,airplane,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/airplane/airplane_021/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/airplane/airplane_021/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/airplane/airplane_021/image.png
airplane_006,airplane,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/airplane/airplane_006/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/airplane/airplane_006/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/airplane/airplane_006/image.png
bicycle_002,bicycle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bicycle/bicycle_002/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bicycle/bicycle_002/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bicycle/bicycle_002/image.png
bicycle_007,bicycle,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/bicycle/bicycle_007/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/bicycle/bicycle_007/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/bicycle/bicycle_007/image.png
chair_026,chair,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chair/chair_026/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chair/chair_026/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chair/chair_026/image.png
chair_096,chair,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/chair/chair_096/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/chair/chair_096/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/chair/chair_096/image.png
fan_031,fan,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fan/fan_031/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fan/fan_031/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fan/fan_031/image.png
fan_012,fan,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/fan/fan_012/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/fan/fan_012/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/fan/fan_012/image.png
guitar_039,guitar,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/guitar/guitar_039/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/guitar/guitar_039/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/guitar/guitar_039/image.png
guitar_017,guitar,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_obj_files/guitar/guitar_017/mesh.obj,/mnt/workspace/kuno/distillation/datasets/Toys4k/official/toys4k_point_clouds/guitar/guitar_017/pc10K.npz,/mnt/workspace/kuno/distillation/datasets/Toys4k/renders/512/guitar/guitar_017/image.png
