object_id,category,mesh_obj,point_cloud,input_image,aesthetic
90de59ec0de4444c83be113ac024b608,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-129/90de59ec0de4444c83be113ac024b608.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/90de59ec0de4444c83be113ac024b608/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/90de59ec0de4444c83be113ac024b608/image.png,7.7591
9494d48ac8cb434fb92fb85077e2065b,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-150/9494d48ac8cb434fb92fb85077e2065b.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9494d48ac8cb434fb92fb85077e2065b/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9494d48ac8cb434fb92fb85077e2065b/image.png,6.7489
647b75ed9dc147ba8328bf09fdf672ac,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-036/647b75ed9dc147ba8328bf09fdf672ac.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/647b75ed9dc147ba8328bf09fdf672ac/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/647b75ed9dc147ba8328bf09fdf672ac/image.png,7.3310
164fa51d79e7408a9cae231ca088531d,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-120/164fa51d79e7408a9cae231ca088531d.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/164fa51d79e7408a9cae231ca088531d/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/164fa51d79e7408a9cae231ca088531d/image.png,6.9730
3b4db49a69bf48debf30b2693bd79c82,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-019/3b4db49a69bf48debf30b2693bd79c82.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/3b4db49a69bf48debf30b2693bd79c82/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/3b4db49a69bf48debf30b2693bd79c82/image.png,6.8949
4aa50e3ad47b4fdb84ee8f9e1e00c8cc,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-078/4aa50e3ad47b4fdb84ee8f9e1e00c8cc.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4aa50e3ad47b4fdb84ee8f9e1e00c8cc/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4aa50e3ad47b4fdb84ee8f9e1e00c8cc/image.png,7.0629
7108937f2dbb4e5281f9354986b178ea,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-153/7108937f2dbb4e5281f9354986b178ea.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/7108937f2dbb4e5281f9354986b178ea/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/7108937f2dbb4e5281f9354986b178ea/image.png,7.0800
3f15dc7670fb4141bb2c2ef1f227a294,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-105/3f15dc7670fb4141bb2c2ef1f227a294.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/3f15dc7670fb4141bb2c2ef1f227a294/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/3f15dc7670fb4141bb2c2ef1f227a294/image.png,7.4524
70746eeebecd4e409832b0374018b740,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-127/70746eeebecd4e409832b0374018b740.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/70746eeebecd4e409832b0374018b740/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/70746eeebecd4e409832b0374018b740/image.png,7.0299
c4525705e5e94018b2c84aaffda251ec,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-057/c4525705e5e94018b2c84aaffda251ec.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/c4525705e5e94018b2c84aaffda251ec/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/c4525705e5e94018b2c84aaffda251ec/image.png,6.8298
a2fb8e4065ce470296d6d801daa37f18,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-088/a2fb8e4065ce470296d6d801daa37f18.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/a2fb8e4065ce470296d6d801daa37f18/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/a2fb8e4065ce470296d6d801daa37f18/image.png,7.4231
016ca4139d4747b18ca7a541d23adf3c,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-000/016ca4139d4747b18ca7a541d23adf3c.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/016ca4139d4747b18ca7a541d23adf3c/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/016ca4139d4747b18ca7a541d23adf3c/image.png,7.3951
cb47a38c99e34078a3db9b969dd21bd7,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-095/cb47a38c99e34078a3db9b969dd21bd7.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cb47a38c99e34078a3db9b969dd21bd7/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cb47a38c99e34078a3db9b969dd21bd7/image.png,6.7838
1f0a28465735411fb4292e63debf3ffa,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-054/1f0a28465735411fb4292e63debf3ffa.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/1f0a28465735411fb4292e63debf3ffa/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/1f0a28465735411fb4292e63debf3ffa/image.png,6.7322
